subject	segment	cloze	lab	item	n400	FullText	TargetWords
bris04	58	0	bris	79	-5.53	Bob claims to be from outer space but nobody believes that he is actually a tourist	tourist
bris04	59	93	bris	65	30.19	Being from the mainland Karen never got used to the feeling of living on an island	island
bris04	60	77	bris	64	15.22	The guys didn't know what to call their band so Trent told everyone to come up with an idea	idea
bris04	61	0	bris	71	2.25	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a compliment	compliment
bris04	62	0	bris	76	7.34	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element	element
bris04	63	57	bris	70	21.95	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a mirage	mirage
bris04	64	97	bris	78	2.23	Because they were playing baseball so close to the house the children ended up shattering a window	window
bris04	65	80	bris	73	4.66	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal	animal
bris04	66	93	bris	74	-1.52	While Natasha was strolling through the colourful gardens she reached down and picked a flower	flower
bris04	67	23	bris	66	3.99	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a ship	ship
bris04	68	100	bris	77	14.37	Violet was just learning how to make an omelette so her father began by showing her how to crack an egg	egg
bris04	69	0	bris	72	2.79	Marcy did not deal well with praise and had never really learned how to take an order	order
bris04	70	10	bris	68	8.41	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an owl	owl
bris04	71	34	bris	61	-7.06	Although the basketball team's defence was very strong they did not have so much of an offense	offense
bris04	72	0	bris	80	8.33	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an alien	alien
bris04	73	0	bris	63	-11.33	The group had been brainstorming all day but they still didn't have a name	name
bris04	74	0	bris	67	-10.78	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a cat	cat
bris04	75	70	bris	62	-0.69	Ever since Mr.Barnes had moved away Bobby's football team had been left without a coach	coach
bris04	76	0	bris	75	21.54	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
bris04	77	93	bris	69	-14.92	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an ocean	ocean
bris05	1	0	bris	1	6.7	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
bris05	2	0	bris	13	-3.07	On a street corner in Paris Kim had her portrait painted by a student	student
bris05	3	0	bris	5	4.02	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
bris05	4	0	bris	17	2.42	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
bris05	5	80	bris	7	17.02	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
bris05	6	3	bris	2	-2.09	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
bris05	7	100	bris	19	1.81	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
bris05	8	0	bris	18	6.76	Without the floats and the marching bands it wasn't much of an election	election
bris05	9	93	bris	16	-4.83	James is an avid reader, so for his birthday his sister decided to give him a book	book
bris05	10	0	bris	6	7.25	The bakery did not accept credit cards so Peter would have to write an apology	apology
bris05	11	0	bris	14	16.03	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
bris05	12	90	bris	20	14.25	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
bris05	13	3	bris	9	14.96	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
bris05	14	90	bris	15	20.1	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
bris05	15	100	bris	3	6.27	It was difficult to understand the foreign professor because he had an accent	accent
bris05	16	87	bris	11	13.43	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus	octopus
bris05	17	3	bris	10	1.24	The tweeting in the treetops sounded like an echo	echo
bris05	18	97	bris	8	3.74	The day was breezy so the boy went outside to fly a kite	kite
bris05	19	93	bris	4	4.64	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
bris05	20	0	bris	38	-0.31	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
bris05	21	0	bris	26	10.9	I wanted to put my coat in the closet but I could not find an iron	iron
bris05	22	17	bris	22	14.3	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
bris05	23	97	bris	27	7.1	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
bris05	24	27	bris	28	14.87	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
bris05	25	93	bris	24	9.27	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
bris05	26	97	bris	35	8.26	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
bris05	27	0	bris	25	-4.14	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
bris05	28	77	bris	31	1.96	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
bris05	29	80	bris	32	4.45	When I called his house Nolan was not home but his mother said she could relay a message	message
bris05	30	3	bris	21	3.6	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
bris05	31	90	bris	29	3.58	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
bris05	31	90	bris	29	3.58	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
bris05	32	97	bris	39	14.04	Because Bart did not clean his wound properly he ended up getting an infection	infection
bris05	33	0	bris	33	-2.44	The highlight of Jack's trip to India was when he got to ride a bicycle	bicycle
bris05	34	93	bris	23	-0.05	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
bris05	35	0	bris	30	9.79	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
bris05	36	30	bris	34	-14.44	You never forget how to ride an elephant	elephant
bris05	37	93	bris	40	0.76	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
bris05	38	77	bris	36	9.07	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
bris05	39	13	bris	42	4.76	Older children often have a harder time than younger children dealing with the loss of an adult	adult
bris05	40	7	bris	41	13.46	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
bris05	41	20	bris	46	-1.11	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
bris05	42	7	bris	53	7.18	Lance had moved to Hollywood in hopes of becoming a director	director
bris05	43	90	bris	44	8.63	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
bris05	44	50	bris	49	-8.45	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
bris05	45	87	bris	52	4.76	Alicia's first client was a failure but her second was a success	success
bris05	46	93	bris	55	14.57	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
bris05	47	100	bris	47	5.29	Amelia did not want to go to the bar with her friends after seeing the movie so she made up an excuse	excuse
bris05	48	87	bris	48	1.79	Before little Gloria went to sleep she wanted to hear a story	story
bris05	49	0	bris	58	2.01	The doctors told Monica not to use her legs too much so soon after her surgery so she often used an escalator	escalator
bris05	50	0	bris	57	8.81	Damon preferred climbing stairs over going up a wheelchair	wheelchair
bris05	51	90	bris	60	11.64	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
