Experiment	Participant	Item	Electrode	Condition	Amplitude	Stim
E1	1-2	5	CP4	control	14.4696	Joseph criticized the attractive clerk who helped with the project. He disliked that his ledger
E1	1-2	5	C4	control	12.037	Joseph criticized the attractive clerk who helped with the project. He disliked that his ledger
E1	1-2	5	P3	control	14.2379	Joseph criticized the attractive clerk who helped with the project. He disliked that his ledger
E1	1-2	5	CP3	control	9.98377	Joseph criticized the attractive clerk who helped with the project. He disliked that his ledger
E1	1-2	5	C3	control	8.94261	Joseph criticized the attractive clerk who helped with the project. He disliked that his ledger
E1	1-2	71	P4	prorel	-0.416711	Jillian applauded the senator who championed the new bill. She was especially pleased that his state
E1	1-2	71	CP4	prorel	-1.40444	Jillian applauded the senator who championed the new bill. She was especially pleased that his state
E1	1-2	71	C4	prorel	-1.40892	Jillian applauded the senator who championed the new bill. She was especially pleased that his state
E1	1-2	71	P3	prorel	-7.56358	Jillian applauded the senator who championed the new bill. She was especially pleased that his state
E1	1-2	71	CP3	prorel	-4.64805	Jillian applauded the senator who championed the new bill. She was especially pleased that his state
E1	1-2	71	C3	prorel	-2.17312	Jillian applauded the senator who championed the new bill. She was especially pleased that his state
E1	1-2	84	P4	npunrel	1.34191	Vanessa waited for the tailor in the workroom. She saw the tailor's books
E1	1-2	84	CP4	npunrel	-1.06032	Vanessa waited for the tailor in the workroom. She saw the tailor's books
E1	1-2	84	C4	npunrel	-2.57052	Vanessa waited for the tailor in the workroom. She saw the tailor's books
E1	1-2	84	P3	npunrel	-1.59563	Vanessa waited for the tailor in the workroom. She saw the tailor's books
E1	1-2	84	CP3	npunrel	-1.15866	Vanessa waited for the tailor in the workroom. She saw the tailor's books
E1	1-2	84	C3	npunrel	-2.87631	Vanessa waited for the tailor in the workroom. She saw the tailor's books
E1	1-2	80	P4	control	-11.5297	Daniel called the tour guide with the cute braids after the trip. He said that his excursion
E1	1-2	80	CP4	control	-10.4535	Daniel called the tour guide with the cute braids after the trip. He said that his excursion
E1	1-2	80	C4	control	-11.9153	Daniel called the tour guide with the cute braids after the trip. He said that his excursion
E1	1-2	80	P3	control	-22.3127	Daniel called the tour guide with the cute braids after the trip. He said that his excursion
E1	1-2	80	CP3	control	-21.0665	Daniel called the tour guide with the cute braids after the trip. He said that his excursion
E1	1-2	80	C3	control	-18.5644	Daniel called the tour guide with the cute braids after the trip. He said that his excursion
E1	1-2	128	P4	prounrel	-4.72633	Miriam visited the sheikh in the desert. She remarked that his coat
E1	1-2	128	CP4	prounrel	-7.33534	Miriam visited the sheikh in the desert. She remarked that his coat
E1	1-2	128	C4	prounrel	-9.42905	Miriam visited the sheikh in the desert. She remarked that his coat
E1	1-2	128	P3	prounrel	-5.85916	Miriam visited the sheikh in the desert. She remarked that his coat
E1	1-2	128	CP3	prounrel	-7.23236	Miriam visited the sheikh in the desert. She remarked that his coat
E1	1-2	128	C3	prounrel	-9.67348	Miriam visited the sheikh in the desert. She remarked that his coat
E1	1-2	55	P4	control	4.87969	Stephen really respected the pregnant instructor at the workshop. He memorized his lesson
E1	1-2	55	CP4	control	-2.3544	Stephen really respected the pregnant instructor at the workshop. He memorized his lesson
E1	1-2	55	C4	control	-7.37935	Stephen really respected the pregnant instructor at the workshop. He memorized his lesson
E1	1-2	55	P3	control	8.39671	Stephen really respected the pregnant instructor at the workshop. He memorized his lesson
E1	1-2	55	CP3	control	2.18679	Stephen really respected the pregnant instructor at the workshop. He memorized his lesson
E1	1-2	55	C3	control	-1.68597	Stephen really respected the pregnant instructor at the workshop. He memorized his lesson
E1	1-2	102	P4	nprel	1.78957	Elsa wanted the chef to order new equipment. She insisted that the chef's kitchen
E1	1-2	102	CP4	nprel	-0.617232	Elsa wanted the chef to order new equipment. She insisted that the chef's kitchen
E1	1-2	102	C4	nprel	1.08147	Elsa wanted the chef to order new equipment. She insisted that the chef's kitchen
E1	1-2	102	P3	nprel	7.888	Elsa wanted the chef to order new equipment. She insisted that the chef's kitchen
E1	1-2	102	CP3	nprel	8.64574	Elsa wanted the chef to order new equipment. She insisted that the chef's kitchen
E1	1-2	102	C3	nprel	9.38377	Elsa wanted the chef to order new equipment. She insisted that the chef's kitchen
E1	1-2	32	P4	nprel	2.63274	Cathy helped the workman finish the crown molding. She appreciated that the workman's tools
E1	1-2	32	CP4	nprel	2.41041	Cathy helped the workman finish the crown molding. She appreciated that the workman's tools
E1	1-2	32	C4	nprel	-0.541027	Cathy helped the workman finish the crown molding. She appreciated that the workman's tools
E1	1-2	32	P3	nprel	3.58759	Cathy helped the workman finish the crown molding. She appreciated that the workman's tools
E1	1-2	32	CP3	nprel	-3.53568	Cathy helped the workman finish the crown molding. She appreciated that the workman's tools
E1	1-2	32	C3	nprel	-9.12539	Cathy helped the workman finish the crown molding. She appreciated that the workman's tools
E1	1-2	82	P4	nprel	2.21333	Janelle joined the scuba diver in the water. She observed that the scuba diver's snorkel
E1	1-2	82	CP4	nprel	0.346799	Janelle joined the scuba diver in the water. She observed that the scuba diver's snorkel
E1	1-2	82	C4	nprel	-0.41866	Janelle joined the scuba diver in the water. She observed that the scuba diver's snorkel
E1	1-2	82	P3	nprel	2.06542	Janelle joined the scuba diver in the water. She observed that the scuba diver's snorkel
E1	1-2	82	CP3	nprel	2.16704	Janelle joined the scuba diver in the water. She observed that the scuba diver's snorkel
E1	1-2	82	C3	nprel	-0.265705	Janelle joined the scuba diver in the water. She observed that the scuba diver's snorkel
E1	1-2	148	P4	prounrel	-4.19221	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his litter
E1	1-2	148	CP4	prounrel	-7.9375	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his litter
E1	1-2	148	C4	prounrel	-4.10929	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his litter
E1	1-2	148	P3	prounrel	-1.59638	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his litter
E1	1-2	148	CP3	prounrel	-0.806314	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his litter
E1	1-2	148	C3	prounrel	-2.26505	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his litter
E1	1-2	96	P4	prorel	-6.06808	Bridget paid the genius a home visit. She hoped that his idea
E1	1-2	96	CP4	prorel	-7.24704	Bridget paid the genius a home visit. She hoped that his idea
E1	1-2	96	C4	prorel	-5.66266	Bridget paid the genius a home visit. She hoped that his idea
E1	1-2	96	P3	prorel	-10.2922	Bridget paid the genius a home visit. She hoped that his idea
E1	1-2	96	CP3	prorel	-9.89489	Bridget paid the genius a home visit. She hoped that his idea
E1	1-2	96	C3	prorel	-8.8606	Bridget paid the genius a home visit. She hoped that his idea
E1	1-2	83	P4	prounrel	-4.32795	Jason contacted the wedding planner weeks before the ceremony. He feared that her illness
E1	1-2	83	CP4	prounrel	-3.03285	Jason contacted the wedding planner weeks before the ceremony. He feared that her illness
E1	1-2	83	C4	prounrel	-4.42581	Jason contacted the wedding planner weeks before the ceremony. He feared that her illness
E1	1-2	83	P3	prounrel	-7.36442	Jason contacted the wedding planner weeks before the ceremony. He feared that her illness
E1	1-2	83	CP3	prounrel	-5.11582	Jason contacted the wedding planner weeks before the ceremony. He feared that her illness
E1	1-2	83	C3	prounrel	-4.76336	Jason contacted the wedding planner weeks before the ceremony. He feared that her illness
E1	1-2	111	P4	prorel	-3.38294	Tessa stood with the weatherman in the studio. She was worried that his forecast
E1	1-2	111	CP4	prorel	-4.12374	Tessa stood with the weatherman in the studio. She was worried that his forecast
E1	1-2	111	C4	prorel	-5.028	Tessa stood with the weatherman in the studio. She was worried that his forecast
E1	1-2	111	P3	prorel	-3.90707	Tessa stood with the weatherman in the studio. She was worried that his forecast
E1	1-2	111	CP3	prorel	-5.53431	Tessa stood with the weatherman in the studio. She was worried that his forecast
E1	1-2	111	C3	prorel	-5.0864	Tessa stood with the weatherman in the studio. She was worried that his forecast
E1	1-2	72	P4	nprel	-1.93591	Derek rehearsed with the lovely performer in the love scene. He thought that the performer's show
E1	1-2	72	CP4	nprel	-0.54236	Derek rehearsed with the lovely performer in the love scene. He thought that the performer's show
E1	1-2	72	C4	nprel	-1.20233	Derek rehearsed with the lovely performer in the love scene. He thought that the performer's show
E1	1-2	72	P3	nprel	5.7632	Derek rehearsed with the lovely performer in the love scene. He thought that the performer's show
E1	1-2	72	CP3	nprel	4.5786	Derek rehearsed with the lovely performer in the love scene. He thought that the performer's show
E1	1-2	72	C3	nprel	2.5349	Derek rehearsed with the lovely performer in the love scene. He thought that the performer's show
E1	1-2	77	P4	nprel	-12.6446	Mariah hid with the detective in the alley. She hoped that the detective's suspect
E1	1-2	77	CP4	nprel	-9.99658	Mariah hid with the detective in the alley. She hoped that the detective's suspect
E1	1-2	77	C4	nprel	-4.87441	Mariah hid with the detective in the alley. She hoped that the detective's suspect
E1	1-2	77	P3	nprel	-14.7978	Mariah hid with the detective in the alley. She hoped that the detective's suspect
E1	1-2	77	CP3	nprel	-8.49893	Mariah hid with the detective in the alley. She hoped that the detective's suspect
E1	1-2	77	C3	nprel	-2.19119	Mariah hid with the detective in the alley. She hoped that the detective's suspect
E1	1-2	62	P4	nprel	1.60453	Leah shouted at the limo driver after the collision. She was horrified that the driver's passenger
E1	1-2	62	CP4	nprel	4.05151	Leah shouted at the limo driver after the collision. She was horrified that the driver's passenger
E1	1-2	62	C4	nprel	3.52044	Leah shouted at the limo driver after the collision. She was horrified that the driver's passenger
E1	1-2	62	P3	nprel	4.09631	Leah shouted at the limo driver after the collision. She was horrified that the driver's passenger
E1	1-2	62	CP3	nprel	4.757	Leah shouted at the limo driver after the collision. She was horrified that the driver's passenger
E1	1-2	62	C3	nprel	4.68831	Leah shouted at the limo driver after the collision. She was horrified that the driver's passenger
E1	1-2	127	P4	nprel	3.98141	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E1	1-2	127	CP4	nprel	3.71598	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E1	1-2	127	C4	nprel	-0.0621544	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E1	1-2	127	P3	nprel	10.6436	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E1	1-2	127	CP3	nprel	8.01799	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E1	1-2	127	C3	nprel	3.96735	Jeannie marched with the general to the front of the lines. She was proud that the general's army
E1	1-2	29	P4	npunrel	-9.71176	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's customs
E1	1-2	29	CP4	npunrel	-10.7905	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's customs
E1	1-2	29	C4	npunrel	-9.39108	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's customs
E1	1-2	29	P3	npunrel	-6.77916	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's customs
E1	1-2	29	CP3	npunrel	-9.04879	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's customs
E1	1-2	29	C3	npunrel	-10.272	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's customs
E1	1-2	9	P4	npunrel	25.5164	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's side
E1	1-2	9	CP4	npunrel	22.1796	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's side
E1	1-2	9	C4	npunrel	13.7825	Chelsea joined the bully before the disciplinary meeting. She wanted to justify the bully's side
