Subject	Electrode	N400	FullText	Item	Condition
s12	C3	-19.3	The lecherous satyr chased after a beautiful lithe wood nymphs	Item 81	Synt
s12	C3	8.0913	You cannot buy Cuban cigars because there is an embargos	Item 75	Synt
s12	C3	-7.8913	The woman brought her sick pet dog to a carton	Item 2	Sem
s12	C3	-21.709	There is a beanbag toss game booth at this cardinal	Item 12	SemCrit
s12	C3	-1.8871	The student had his editorial published in a local pleasantry	Item 73	Sem
s12	C3	1.9951	The preacher believed drunkenness was the cause of much irrigation	Item 51	Sem
s12	C3	-1.9868	The devout Christian girl travelled to India as a missionary	Item 132	Control
s12	C3	2.2289	She lunged towards his neck, going right for the juggler	Item 84	SemCrit
s12	C3	4.872	Edith Piaf's extraordinary singing career was begun in a cabaret	Item 104	Control
s12	C3	-8.4747	I blacked out and was confused when I regained conscience	Item 125	SemCrit
s12	C3	12.315	The monk sat quietly and fell into a deep meditation	Item 18	Control
s12	C3	-0.6129	This docile herbivorous aquatic mammal is known as a manatee	Item 59	Control
s12	C3	0.16519	The afternoon showing cost less because it was a sentiment	Item 60	Sem
s12	C3	9.0939	He idolized her, and her self-esteem benefited from this synthesizer	Item 144	Sem
s12	C3	7.2463	The hostess greeted her guests with a light social peasantry	Item 64	SemCrit
s12	C3	2.5379	Intestinal problems may indicate a tapeworm, a type of density	Item 155	Sem
s12	C3	6.4748	My back was so tense I really needed a massages	Item 138	Synt
s12	C3	12.478	Medics cleaned and bandaged the wound to prevent an infections	Item 56	Synt
s12	C3	5.768	Claiming two wrongs make a right is a common excursion	Item 159	Sem
s12	C3	9.1842	The coach scolded the player for having a bad attitudes	Item 106	Synt
s12	C3	-12.72	Champagne was once reserved exclusively for the royalty and nobilities	Item 80	Synt
s12	C3	-4.4447	I control my fate; I don't have a predetermined density	Item 136	SemCrit
s12	C3	-9.8698	Never stay out past midnight, was his mother's strict admonition	Item 102	Control
s12	C3	13.055	Cats were the only company for this lonely old spinster	Item 88	Control
s12	C3	4.8858	The princess arrived at the ball in a horse-drawn carriage	Item 109	Control
s12	C3	3.6502	The dentist congratulated me on not having a single cavity	Item 16	Control
s12	C3	0.73232	The circus featured an acrobat, a clown, and a jugular	Item 83	SemCrit
s12	C3	0.018576	Don't call it a prison; call it a correctional fallacy	Item 160	SemCrit
s12	C3	-1.4813	The powerful cheetah sprinted in pursuit of a baby gazelles	Item 74	Synt
s12	C3	7.7274	The pseudoscience of inferring personality from skull measurements is phrenologies	Item 44	Synt
s12	C3	-12.397	After the Holocaust, German history could never escape this antidote	Item 53	Sem
s12	C3	20.782	Blizzards are deadly hazards for explorers on an arctic expeditions	Item 158	Synt
s12	C3	-13.381	The napalm turned the luscious forest into a fiery inference	Item 124	SemCrit
s12	C3	-6.4152	After hours of playing, the guitarist's fingertips developed a pasture	Item 14	Sem
s12	C3	1.4629	Once Faust signed, he was doomed to this eternal inference	Item 134	Sem
s12	C3	5.6853	He had a short attention span and needed constant stimulations	Item 90	Synt
s12	C3	1.758	Disgusted, she pulled away from his touch with a shudder	Item 37	Control
s12	C3	1.774	The casket was carried to the cemetery in a hearses	Item 45	Synt
s12	C3	-5.323	Pikemen can be an effective defense against a charging cavalry	Item 15	Control
s12	C3	12.805	The bleach is too concentrated and requires a one-in-five dilutions	Item 34	Synt
s12	C3	-3.323	Rupert Murdoch is the owner of a vast media meditation	Item 39	Sem
s12	C3	-11.959	She was vaccinated so her body would developed a cartoon	Item 91	Sem
s12	C3	-14.76	No light escapes the black hole once within this cabaret	Item 112	Sem
s12	C3	2.976	Like the IRS and FBI, CIA is another three-letter inebriation	Item 95	SemCrit
s12	C3	2.4832	She didn't answer the phone, so I left a message	Item 137	Control
s12	C3	12.618	Some controversial stem cell research requires a fertilized human embargo	Item 76	SemCrit
s12	C3	-9.6813	The celebrating couple joyfully popped open a bottle of champagne	Item 121	Control
s12	C3	8.7073	Political corruption and economic hardship fueled a growing anti-government sediment	Item 10	SemCrit
s12	C3	-6.3649	Marie Curie died of exposure to radiation from this radius	Item 111	SemCrit
s12	C3	3.4532	Old car engines mixed fuel and air in a callus	Item 103	Sem
s12	C3	-3.1125	The computer could read text aloud using a speech synthesizers	Item 66	Synt
s12	C3	5.0226	Use Pythagoras' theorem to find the length of a cavalry	Item 50	Sem
s12	C3	14.443	The moth attracted a mate by releasing a potent pheromone	Item 29	Control
s12	C3	18.58	On the mountaintop we felt dizzy because of this altitudes	Item 105	Synt
s12	C3	1.9775	Despite technological advances, wars cannot be won without an infantries	Item 54	Synt
s12	C3	-27.202	The low intensity workout compensated by having a long duration	Item 143	Control
s12	C3	3.1012	The archeologists found the mummy of a young Egyptian pharaoh	Item 30	Control
s12	C3	20.619	Soda cans and tin foil are both made of alumni	Item 108	SemCrit
s12	C3	-22.844	Candidates must be citizens, but that is the only altitude	Item 89	Sem
s12	C3	5.3816	Yuan emperors were Mongolian because Kublai Khan founded this dynamite	Item 145	SemCrit
s12	C3	-3.9781	The president of the college handed each graduate a diplomat	Item 139	SemCrit
s12	C3	10.631	The United States has a large stockpile of nuclear armaments	Item 113	Control
s12	C3	1.4876	Two common semi-aquatic rodents are a beaver and a musket	Item 150	SemCrit
s12	C3	-5.3232	The sudden change in protocol had caused all this consternation	Item 127	Control
s12	C3	4.862	The reagents reacted faster in the presence of a catalyst	Item 13	Control
s12	C3	-1.9235	It's alive! he cackled as he animated this monster frankincense	Item 58	SemCrit
s12	C3	5.5822	His office is down at the end of this corridors	Item 26	Synt
s12	C3	-19.622	Blackmail is just one of many weapons in this arsenals	Item 115	Synt
s12	C3	5.5497	He had sprinted and was still sweating from this cardinal	Item 42	Sem
s12	C3	-2.9979	A syllogism is a common form of a deductive inference	Item 123	Control
s12	C3	7.3579	In the nineties, the Rugrats was a very popular cartoon	Item 85	Control
s12	C3	3.634	Each winter evening, the family gathers around a warm alteration	Item 46	Sem
s12	C3	12.968	The college sent out a newsletter to all its dynamite	Item 107	Sem
s12	C3	22.975	The mason built his own house of brick and mortars	Item 93	Synt
s13	C3	-19.777	Yuan emperors were Mongolian because Kublai Khan founded this inebriation	Item 145	Sem
s13	C3	2.708	The United States has a large stockpile of nuclear ornaments	Item 113	SemCrit
s13	C3	-10.257	The afternoon showing cost less because it was a matinees	Item 60	Synt
s13	C3	9.4428	The student went to medical school to become a physician	Item 31	Control
s13	C3	-0.33418	Despite technological advances, wars cannot be won without an infantry	Item 54	Control
s13	C3	-3.5826	Soda cans and tin foil are both made of exertion	Item 108	Sem
s13	C3	14.459	Rupert Murdoch is the owner of a vast media empires	Item 39	Synt
s13	C3	2.9898	He soon backed away, sensing he had crossed a boundary	Item 119	Control
s13	C3	11.272	The storyteller could turn any incident into an amusing anecdote	Item 5	Control
s13	C3	2.8764	His personality was dramatically altered after acquiring this brain leisure	Item 142	SemCrit
s13	C3	13.643	His office is down at the end of this corridor	Item 26	Control
s13	C3	-10.052	Pikemen can be an effective defense against a charging cavity	Item 15	SemCrit
s13	C3	-8.527	Apply this eyeliner and brush your lashes with this audition	Item 61	Sem
s13	C3	-4.2135	Senator McCarthy accused the screenwriter of being a Communist sympathizers	Item 65	Synt
s13	C3	-11.279	Up on the tree branch perched a bright red cardinal	Item 11	Control
s13	C3	10.104	The flute player nervously prepared an excerpt for a corridor	Item 100	Sem
s13	C3	-6.1846	The whining alarm shut off, finally silencing this annoying destruction	Item 35	SemCrit
s13	C3	11.308	Agriculture in this desert would be impossible without this irrigations	Item 78	Synt
s13	C3	10.661	The college sent out a newsletter to all its alumnus	Item 107	Synt
s13	C3	13.004	The powerful cheetah sprinted in pursuit of a baby gazelle	Item 74	Control
s13	C3	-1.2676	A soldier fighting for the highest bidder is a mercenary	Item 131	Control
s13	C3	-3.8045	She was vaccinated so her body would developed an immunities	Item 91	Synt
s13	C3	3.7661	The reagents reacted faster in the presence of a callus	Item 13	SemCrit
s13	C3	11.277	The Christmas tree was decorated with many shining glass infantry	Item 114	Sem
s13	C3	3.7776	There is a beanbag toss game booth at this destruction	Item 12	Sem
s13	C3	-7.645	The teacher interrupted his sentence to make a grammatical correction	Item 20	Control
s13	C3	0.062041	The thesaurus shows that a synonym for drunkenness is inebriation	Item 96	Control
s13	C3	1.2726	The Caribbean cruise package includes this kayaking and snorkeling exertion	Item 41	SemCrit
s13	C3	-9.1629	The ambassador who negotiated the deal was a skilled diplomats	Item 140	Synt
s13	C3	-8.7424	The moth attracted a mate by releasing a potent pharaoh	Item 29	SemCrit
s13	C3	0.75628	Once Faust signed, he was doomed to this eternal damnations	Item 134	Synt
s13	C3	13.995	Some controversial stem cell research requires a fertilized human migraine	Item 76	Sem
s13	C3	10.525	The mason built his own house of brick and mortar	Item 93	Control
s13	C3	1.7392	The ring held small diamonds set around this blue saffron	Item 69	SemCrit
s13	C3	6.2154	No light escapes the black hole once within this radii	Item 112	Synt
s13	C3	4.5369	The president of the college handed each graduate an infection	Item 139	Sem
s13	C3	5.0942	The congregation listens to a sermon delivered by a pastor	Item 130	Control
s13	C3	-10.556	He loves me? she wondered, plucking off a daisy petals	Item 152	Synt
s13	C3	-12.762	The doomsday preacher urged repentance and warned of an apostrophe	Item 148	SemCrit
s13	C3	12.237	On the mountaintop we felt dizzy because of this altitude	Item 105	Control
s13	C3	-2.9226	The napalm turned the luscious forest into a fiery attitude	Item 124	Sem
s13	C3	10.307	Harvesting crops is often the job of a seasonal massage	Item 22	Sem
s13	C3	23.846	The bleach is too concentrated and requires a one-in-five dilution	Item 34	Control
s13	C3	9.1454	Someone who has fought in a war is a veterans	Item 1	Synt
s13	C3	0.78941	Two important fluids in the body are blood and lymphs	Item 82	Synt
s13	C3	11.568	The pseudoscience of inferring personality from skull measurements is phrenology	Item 44	Control
s13	C3	-2.4245	The poor stayed poor because of this limited upward nobility	Item 79	SemCrit
s13	C3	-1.6526	The vintage wedding dress was big and required an altercation	Item 3	SemCrit
s13	C3	5.1745	The crowded urban neighborhood had a very high population destiny	Item 135	SemCrit
s13	C3	-9.7641	He denounced the novel's film adaptation as a complete travesties	Item 68	Synt
s13	C3	8.5469	Political corruption and economic hardship fueled a growing anti-government dalmatian	Item 10	Sem
s13	C3	0.16592	Mediators prevented the dispute from escalating into a violent altercation	Item 4	Control
s13	C3	-2.0987	The museum pass provides five dollars off of each carnival	Item 101	Sem
s13	C3	10.578	That grenade explodes stronger than a stick of this dynamites	Item 146	Synt
s13	C3	7.0883	The devout Christian girl travelled to India as a mercenary	Item 132	SemCrit
s13	C3	4.0883	Champagne was once reserved exclusively for the royalty and nobility	Item 80	Control
s13	C3	18.608	A syllogism is a common form of a deductive inferno	Item 123	SemCrit
s13	C3	-3.1742	A lolcat is cat photograph with a humorous ungrammatical captain	Item 97	SemCrit
s13	C3	12.94	The study of sounds in language is known as phrenology	Item 43	SemCrit
s13	C3	11.329	Candidates must be citizens, but that is the only stipulations	Item 89	Synt
s13	C3	13.182	Claiming two wrongs make a right is a common fallacies	Item 159	Synt
s13	C3	11.121	The casket was carried to the cemetery in a hearse	Item 45	Control
s13	C3	-10.252	The zoo had two giraffes, an elephant, and a carburetor	Item 23	Sem
s13	C3	-0.37329	The soaring eagle circled and glided upwards on a thermals	Item 72	Synt
s13	C3	-1.5606	She lunged towards his neck, going right for the nymph	Item 84	Sem
s13	C3	-12.793	To protect herself from the sun, she carried a parasite	Item 156	SemCrit
s13	C3	4.1287	This docile herbivorous aquatic mammal is known as a matinee	Item 59	SemCrit
s13	C3	15.269	The teacher taught that subtraction was the opposite of audition	Item 99	SemCrit
s13	C3	2.1831	The baseball player felt cheated and swore at a coronation	Item 40	Sem
s13	C3	-14.336	You cannot buy Cuban cigars because there is an embargo	Item 75	Control
s13	C3	13.162	The king knelt to be crowned at an official parasite	Item 28	Sem
s13	C3	-1.1615	Old car engines mixed fuel and air in a carburetors	Item 103	Synt
s13	C3	1.7981	The cause of death must be determined by a coroners	Item 25	Synt
s13	C3	-13.833	The flooded river fertilized the fields with a rich juggler	Item 9	Sem
s13	C3	11.09	The retiree found he soon tired of all this leisure	Item 141	Control
s13	C3	0.88626	The student had his editorial published in a local gazettes	Item 73	Synt
s13	C3	1.5741	The hostess greeted her guests with a light social escalator	Item 64	Sem
s13	C3	3.7695	He had sprinted and was still sweating from this exertions	Item 42	Synt
s13	C3	-0.48999	Romeo longingly admired Juliet as she stood on this balcony	Item 118	Control
s13	C3	-2.0531	Feudal lords lived off the labor of an oppressed peasantries	Item 63	Synt
s13	C3	0.34037	She scolded the child for running backwards up an escalation	Item 154	SemCrit
s13	C3	12.651	The sailors feared the harsh discipline of this ship phrenology	Item 98	Sem
s13	C3	14.073	The three kings bore gifts of gold, myrrh, and Frankenstein	Item 57	SemCrit
s13	C3	3.3	The soldier rammed gunpowder down the barrel of a musket	Item 149	Control
s13	C3	1.9178	The cheapest lunchmeat at this grocery store is this balcony	Item 117	SemCrit
s13	C3	8.1231	After hours of playing, the guitarist's fingertips developed a calluses	Item 14	Synt
s13	C3	-9.8771	I control my fate; I don't have a predetermined embargo	Item 136	Sem
s13	C3	1.6925	Never stay out past midnight, was his mother's strict admission	Item 102	SemCrit
s13	C3	-4.6921	The Big Dipper may perhaps be the most famous constellation	Item 128	Control
