FullText	TargetWords	pos_start	Subject	Item	logfreq	concr	old20	dataset	cloze_p	n400	bline
It was drafty because of the cold air leaking in through the front door and all the side paneling	paneling	18	dataset 1_01	115	2.302585092994046	4.41	2.3	Federmeier et al. (2007)	0	-6.156997282074096	-11.403377048196836
No one wanted to make any decisions until after the trial	trial	10	dataset 1_01	251	7.831617276352611	3.07	1.75	Federmeier et al. (2007)	0.0292044310171198	-3.118898059371217	-13.940038984994498
I couldn't go, so I sent my secretary to the lawyers to pick up the papers	papers	15	dataset 1_01	300	7.878155336503324	4.93	1.5	Federmeier et al. (2007)	0.354773869346734	5.43148380913182	-4.295527897500318
They had to shampoo the new beige rug after the accident with the wine	wine	13	dataset 1_01	143	8.0323601479245	4.79	1	Federmeier et al. (2007)	0.312749003984064	-15.06524282744217	1.7608844098425738
In the mysterious wooden box the girl found a doll	doll	9	dataset 1_01	370	7.142036574706803	5	1	Federmeier et al. (2007)	0.0299586776859504	-11.437795648468018	-19.76985726189253
The shirt was stained with sauce	sauce	5	dataset 1_01	179	6.679599185844383	4.75	1.75	Federmeier et al. (2007)	0.093681917211329	-1.081360473287714	-14.025751822876106
Cindy taught her two-year old that the pictures are square and that the plates are white	white	15	dataset 1_01	287	9.076237387452702	3.89	1.4	Federmeier et al. (2007)	0	-8.486502480243908	-18.030156941655875
At first the woman refused, but eventually she changed her medication	medication	10	dataset 1_01	360	6.481577129276431	4.53	2.25	Federmeier et al. (2007)	0	9.086697465894154	3.254149745601505
The little puppy grew up to be a huge responsibility	responsibility	9	dataset 1_01	319	7.499423290592229	1.4	4.75	Federmeier et al. (2007)	0	-0.8304144136857715	-3.265832029361551
He made a holster for his gun	gun	6	dataset 1_01	89	9.294129897705869	4.83	1	Federmeier et al. (2007)	0.808580858085809	4.623127722397606	9.906700732758091
He quit his job and left his family so that he could sail around the world	world	15	dataset 1_01	53	10.052640047938567	4.36	1.85	Federmeier et al. (2007)	0.853853853853854	-4.490256060852785	-11.932603956008728
The young couple reluctantly ordered new rackets	rackets	6	dataset 1_01	339	3.912023005428146	4.26	1.7	Federmeier et al. (2007)	0	-2.47302873833729	6.424567495241922
She left the tiny baby alone in the crib	crib	8	dataset 1_01	309	5.75890177387728	4.86	1.6	Federmeier et al. (2007)	0.354062186559679	3.095873343293623	7.287034772485789
Quite predictably, the first thing the doctor asked for was a cast	cast	11	dataset 1_01	303	7.074116816197362	3.92	1	Federmeier et al. (2007)	0	-4.29830129893484	0.9810162822692567
He crept into the room without a sound	sound	7	dataset 1_01	215	8.897545598709327	3.7	1.6	Federmeier et al. (2007)	0.708124373119358	17.555287182089614	9.19585392950519
The rules did not allow visitors to feed the animals	animals	9	dataset 1_01	168	7.597897950521784	4.61	2.35	Federmeier et al. (2007)	0.702868852459016	-13.620550553345304	-21.639805550412344
The fertilizer enriched the soil	soil	4	dataset 1_01	14	5.986452005284438	4.87	1.4	Federmeier et al. (2007)	0.794794794794795	17.319315442596633	9.461358916809475
Joan fed her baby some warm peas	peas	6	dataset 1_01	248	5.472270673671475	4.9	1	Federmeier et al. (2007)	0	10.988359551259403	-4.898262397353303
After two hours of hard work they decided to take a short break	break	12	dataset 1_01	103	9.330431852234003	3.71	1.6	Federmeier et al. (2007)	0.771	7.414564351820742	0.8907439635891918
They installed an extremely expensive alarm system to protect their home	home	10	dataset 1_01	50	10.58385339873134	4.11	1	Federmeier et al. (2007)	0.383534136546185	0.05234177334573444	-4.382775898343704
She was quite surprised that Bill didn't keep his secret	secret	9	dataset 1_01	65	8.628018746505122	2.19	1.9	Federmeier et al. (2007)	0	-7.494022141438584	0.6163499926117815
She helped him put the finishing touches on the painting	painting	9	dataset 1_01	91	7.306531398939505	4.59	1.65	Federmeier et al. (2007)	0.334368530020704	-2.373780554625505	-8.043848806493399
I sat far off to the side of the auditorium and my line of sight was blocked by a pillar	pillar	19	dataset 1_01	82	4.406719247264253	4.77	1.85	Federmeier et al. (2007)	0.187833511205977	8.154976562446187	-1.5237106372588358
His skin was red from spending the day at the beach	beach	10	dataset 1_01	2	7.968665700466235	4.79	1.35	Federmeier et al. (2007)	0.824824824824825	-4.664059211409332	1.6934395511536935
The journalist reported that many collapsed during the praying	praying	8	dataset 1_01	62	6.255750041753367	3.52	1.55	Federmeier et al. (2007)	0	3.187386125217726	-5.50327607068216
He slipped and fell on the rock	rock	6	dataset 1_01	194	8.388222810119277	4.91	1	Federmeier et al. (2007)	0.0582914572864322	3.0566646815952523	3.951331200994955
The person who caught the thief deserves our loyalty	loyalty	8	dataset 1_01	73	6.39024066706535	1.57	2.6	Federmeier et al. (2007)	0	-15.259361529055036	-4.258698839898415
It was difficult to decide which bills to pay and which to ignore	ignore	12	dataset 1_01	298	6.858565034791365	2.22	2.2	Federmeier et al. (2007)	0.291208791208791	-6.4565231368312155	-15.373266053352175
The cigar stank and burned a hole in the couch	couch	9	dataset 1_01	197	7.088408778675395	4.71	1.45	Federmeier et al. (2007)	0.235470941883768	9.40438161584558	-7.18354062826031
It was a dream come true because Jane had always wanted to visit Europe with her father	father	16	dataset 1_01	7	10.24991012001051	4.52	1.55	Federmeier et al. (2007)	0.0290581162324649	6.055831428807205	5.5818735541492295
One thing the old man lacked was confidence	confidence	7	dataset 1_01	132	6.901737206656574	2.17	2.65	Federmeier et al. (2007)	0.0874872838250254	-4.5935526431913205	-7.40732120649913
I started to put new plants in my garden but ran out of room	room	13	dataset 1_01	276	10.017530268576788	4.79	1.1	Federmeier et al. (2007)	0.0290581162324649	-7.292629067652794	6.594205272547475
The boys played marbles and the girls jumped together	together	8	dataset 1_01	196	9.880935148065616	2.74	2.9	Federmeier et al. (2007)	0	-4.553053278335906	-3.781185028081722
Our guests should be arriving soon	soon	5	dataset 1_01	34	9.48349239264364	1.79	1	Federmeier et al. (2007)	0.818556701030928	7.554081891546304	6.2813472921435665
He was cold most of the night and finally got up to get another blanket	blanket	14	dataset 1_01	246	6.4967749901858625	5	1.9	Federmeier et al. (2007)	0.853853853853854	-13.04675355193347	-5.291540772551116
Will played his stereo much too loud	loud	6	dataset 1_01	126	7.616775808698373	3.73	1.35	Federmeier et al. (2007)	0.884115884115884	-11.64057664688892	-13.684512375252414
After dinner they washed the dog	dog	5	dataset 1_01	136	9.193804403336085	4.85	1	Federmeier et al. (2007)	0.028971028971029	14.660593955051525	2.3613593321337514
He always seemed to be interested in looking at the tattoos	tattoos	10	dataset 1_01	293	5.241747015059643	4.71	2.6	Federmeier et al. (2007)	0	-8.09434834849962	-3.289462887968657
She was docked one hour's pay for coming to work late	late	10	dataset 1_01	344	9.529303064460995	2.6	1	Federmeier et al. (2007)	0.94020618556701	6.416516273391558	-3.6766999474434487
The wealthy couple's three little girls enjoyed playing together in the pool	pool	11	dataset 1_01	144	7.781973234434385	4.77	1.1	Federmeier et al. (2007)	0.1998001998002	-10.321165259873291	-10.348847864156266
Esther didn't think the sword was that dangerous because it wasn't very sharp	sharp	12	dataset 1_01	176	7.101675971619444	3.86	1.75	Federmeier et al. (2007)	0.847457627118644	11.249401526250605	8.932751671379235
Tricia had never seen a spider get tangled up in its own web	web	12	dataset 1_01	220	6.154858094016418	4.37	1.3	Federmeier et al. (2007)	0.971	1.231114441827248	-13.33198985611194
Everyone was honking at the old man who was driving too slowly	slowly	11	dataset 1_01	169	7.154615356913663	3.1	2.35	Federmeier et al. (2007)	0.911522633744856	-4.613901107303852	-4.562879239884789
He hated to move, but Richard wanted to live closer to his parents	parents	12	dataset 1_01	142	8.878776071707552	4.56	1.85	Federmeier et al. (2007)	0.228315054835494	9.672951788477038	-0.1232318554607361
Before going out on the open seas they always checked the weather	weather	11	dataset 1_01	40	7.465655310134056	3.83	1.75	Federmeier et al. (2007)	0.38391959798995	-2.3654877053165904	-12.93205936656188
The university wouldn't let him register until he paid the overdue fines on the borrowed books	books	15	dataset 1_01	12	8.148156439921625	4.9	1.3	Federmeier et al. (2007)	0.765765765765766	-0.34177222387273204	-6.888563478960703
He was packing his books and moving to a new office	office	10	dataset 1_01	278	9.249561085129464	4.93	2.45	Federmeier et al. (2007)	0.118236472945892	8.675753040682855	-2.376621561510202
The truck that Dave drove crashed into the tree	tree	8	dataset 1_01	173	8.106514516255185	5	1.2	Federmeier et al. (2007)	0.362579281183932	-4.598286417401886	-3.2022815277187435
At the park next to the beach she saw a man with a balloon	balloon	13	dataset 1_01	191	6.093569770045136	4.92	2.1	Federmeier et al. (2007)	0	2.608139665081211	21.44326327652827
The ship disappeared into the thick smoke	smoke	6	dataset 1_01	332	8.11312710422178	4.96	1.5	Federmeier et al. (2007)	0	-14.311963626596157	-7.511639379953965
They decided to declaw the cat so he wouldn't tear up the carpeting	carpeting	12	dataset 1_01	100	3.4011973816621555	4.21	2.65	Federmeier et al. (2007)	0	-1.6047891098490448	10.030748574178975
In his haste, the young man had forgotten to sign the waiver	waiver	11	dataset 1_01	239	3.912023005428146	3.62	1.65	Federmeier et al. (2007)	0.147590361445783	-11.852424799603591	-8.906718272024463
After the long day at work, he lay down on the couch	couch	11	dataset 1_01	213	7.088408778675395	4.71	1.45	Federmeier et al. (2007)	0.353353353353353	-9.816853247952508	-1.4833005961212786
The technician never comes to work before noon	noon	7	dataset 1_01	212	6.829793737512425	2.67	1.15	Federmeier et al. (2007)	0.448883666274971	-10.119254511656049	-3.3615387473924296
He was knocked off his surfboard by the first bully	bully	9	dataset 1_01	354	5.910796644040527	3.92	1.3	Federmeier et al. (2007)	0	-3.733955498304857	9.490946070544991
It is not legal for an employer to consider a person's attitude	attitude	11	dataset 1_01	15	7.193685818395112	1.97	2.55	Federmeier et al. (2007)	0	-3.7864871996797422	-0.7625508530247069
Bill jumped in the lake and made a big commotion	commotion	9	dataset 1_01	66	4.672828834461906	2.71	2.95	Federmeier et al. (2007)	0	-16.47530379756375	3.524669838520596
Joy was too frightened to look	look	5	dataset 1_01	57	11.506021688653432	2.96	1	Federmeier et al. (2007)	0.0290872617853561	-0.49788988313492977	-0.4043801890165538
The police had never seen a man so drunk	drunk	8	dataset 1_01	188	8.270013062273787	3.48	1.7	Federmeier et al. (2007)	0.18276220145379	6.488228363856771	4.307548563320796
He liked lemon and sugar in his tea	tea	7	dataset 1_01	326	8.003363058629947	4.69	1	Federmeier et al. (2007)	0.794794794794795	-3.3074023519258127	-4.367028694501443
The papers were sorted into piles of varying sizes	sizes	8	dataset 1_01	140	5.043425116919247	3.62	1.55	Federmeier et al. (2007)	0.340954274353877	8.437692704268425	5.413570257235392
The dispute was settled by a third party	party	7	dataset 1_01	252	9.38353709043758	3.89	1.3	Federmeier et al. (2007)	0.941941941941942	14.507109878089262	-0.8213198634894452
Since the water was unsafe they decided to drink scotch	scotch	9	dataset 1_01	106	6.6240652277998935	4.55	1.9	Federmeier et al. (2007)	0	-5.864995153600428	-15.707333637752626
They left the dirty dishes in the sink	sink	7	dataset 1_01	39	6.761572768804055	4.74	1	Federmeier et al. (2007)	0.912	8.031531021263872	13.300425287138866
Nicole could not read very well without her glasses	glasses	8	dataset 1_01	340	7.432483807917119	4.9	1.75	Federmeier et al. (2007)	0.940144478844169	4.098775287263666	5.40720812531023
During years of drudgery, the man had derived comfort from a single song	song	12	dataset 1_01	46	8.471986598578159	4.46	1	Federmeier et al. (2007)	0.0321507760532151	-2.8453095872034613	-4.370625322071739
There were brightly colored pictures on every wall	wall	7	dataset 1_01	180	8.190354403763262	4.86	1	Federmeier et al. (2007)	0.878177966101695	-3.6051049034673177	-9.703333572441824
Whatever he did it was unusual for him to be erratic	erratic	10	dataset 1_01	38	4.454347296253507	1.73	2.95	Federmeier et al. (2007)	0	1.7281353830976651	-7.188060242692315
You could tell he had grown up in the South by his truck	truck	12	dataset 1_01	48	8.220672170297252	4.84	1.6	Federmeier et al. (2007)	0	1.6473127333328166	-13.736825739309616
Father carved the turkey with a smile	smile	6	dataset 1_01	210	7.99260665240021	4.5	1.65	Federmeier et al. (2007)	0	-0.00100719423148475	-1.955842252881212
Cathy worked overtime to finish her work	work	6	dataset 1_01	294	10.613983371430686	3.48	1.35	Federmeier et al. (2007)	0.265531062124249	4.989673102954073	5.084905154998907
She had to leave the movie when the baby started to cry	cry	11	dataset 1_01	352	8.116417072794205	4	1.15	Federmeier et al. (2007)	0.970103092783505	-7.124343338405706	-5.435770439610807
His ring fell into a hole in the couch	couch	8	dataset 1_01	362	7.088408778675395	4.71	1.45	Federmeier et al. (2007)	0	2.01299786543786	12.095103670269587
Helen reached up to dust the dresser	dresser	6	dataset 1_01	61	5.209486152841421	4.96	1.8	Federmeier et al. (2007)	0	-7.497706211629239	-18.642985752541925
The children went outside to play	play	5	dataset 1_01	198	9.802672247297313	3.24	1.35	Federmeier et al. (2007)	0.912912912912913	-5.8308955841786325	9.558901888876964
She bought several colorful postcards to send to her family	family	9	dataset 1_01	211	9.801897696774494	4.23	2	Federmeier et al. (2007)	0.294294294294294	-5.891021568480258	0.8979396531744106
Sam could not believe her story was true	true	7	dataset 1_01	308	9.466686564118111	1.7	1.65	Federmeier et al. (2007)	0.648946840521565	-8.977273529060904	-9.453475613020832
The cat was curled up in Jill's lap	lap	7	dataset 1_01	56	6.5337888379333435	4.11	1	Federmeier et al. (2007)	0.794794794794795	2.5481816644876027	-8.440983523574493
No one at the reunion recognized Dan because he had grown a foot	foot	12	dataset 1_01	31	8.10530751550515	4.9	1.05	Federmeier et al. (2007)	0.0290581162324649	-3.0229960202732955	6.085957004311524
He had just enough time to buy a cake from the store and change his clothes before the guests phoned	phoned	19	dataset 1_01	125	5.799092654460526	4.86	1.8	Federmeier et al. (2007)	0	-10.190597788987828	-10.415088006822144
In the distance they heard the sigh	sigh	6	dataset 1_01	117	5.159055299214529	3.89	1.55	Federmeier et al. (2007)	0	3.5817743836810325	14.561735587079625
He smiled nervously as he searched through his pockets for a key	key	11	dataset 1_01	302	8.39638057119949	4.89	1.2	Federmeier et al. (2007)	0.0609504132231405	2.9011785593923385	-8.719997239844936
She wanted a roommate who would be quiet and clean	clean	9	dataset 1_01	259	8.729720590267258	3.07	1.7	Federmeier et al. (2007)	0.38391959798995	-8.731104065511506	-8.361273998085993
